Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-11-12,I Saw the Devil,2010,https://boxd.it/bGa6Ab,4,,,2021-10-15
2025-11-12,2001: A Space Odyssey,1968,https://boxd.it/bG9Qot,,,,2021-10-16
2025-11-12,The Fire Within,1963,https://boxd.it/bGa1xV,4,,,2021-10-16
2025-11-12,Jojo Rabbit,2019,https://boxd.it/bGa6N5,4,,,2021-11-19
2025-11-12,Green Book,2018,https://boxd.it/bG9ZTP,,,,2021-12-15
2026-01-05,The Godfather,1972,https://boxd.it/crYdrj,5,,,2022-01-05
2026-01-05,The Cremator,1969,https://boxd.it/crXRif,5,,,2022-01-14
2026-01-05,A Cop,1972,https://boxd.it/crYgD3,,,,2022-02-12
2026-01-05,The Firemen's Ball,1967,https://boxd.it/crXSyt,,,,2022-02-22
2026-01-05,Closely Watched Trains,1966,https://boxd.it/crXQj7,,,,2022-03-02
2026-01-05,Le Samouraï,1967,https://boxd.it/crYsmX,4,Yes,,2022-03-13
2026-01-05,The Shop on Main Street,1965,https://boxd.it/crXU5X,5,,,2022-04-17
2026-01-05,Loves of a Blonde,1965,https://boxd.it/crXVWj,,,,2022-05-04
2026-01-05,The Face of Another,1966,https://boxd.it/crYjoF,,,,2022-05-26
2026-01-05,Taxi Driver,1976,https://boxd.it/crXYYR,4.5,,,2022-06-11
2026-01-05,Woman in the Dunes,1964,https://boxd.it/crY1jd,,,,2022-07-23
2026-01-05,Bonnie and Clyde,1967,https://boxd.it/crY05J,,,,2022-07-24
2026-01-05,Jules and Jim,1962,https://boxd.it/crYkG1,,,,2022-07-29
2026-01-05,World on a Wire,1973,https://boxd.it/crYmqz,,,,2022-08-07
2026-01-05,The Getaway,1972,https://boxd.it/crYf6R,,,,2022-08-23
2026-01-05,Death by Hanging,1968,https://boxd.it/crY3gF,4.5,Yes,,2022-08-29
2026-01-05,Hiroshima Mon Amour,1959,https://boxd.it/crY4QJ,,,,2022-09-22
2026-01-05,Wings of Desire,1987,https://boxd.it/crYnEn,,,,2022-10-20
2026-01-05,Shoot the Piano Player,1960,https://boxd.it/crY71z,,,,2022-10-22
2026-01-05,Elevator to the Gallows,1958,https://boxd.it/crYa4r,,,,2022-11-01
2026-01-05,State of Siege,1972,https://boxd.it/crYi9z,5,,,2022-11-15
2025-11-12,Werckmeister Harmonies,2000,https://boxd.it/bGaIm7,5,,,2022-12-24
2025-11-12,Sorcerer,1977,https://boxd.it/bGbiMl,4,,,2023-01-10
2025-11-12,Early Summer,1951,https://boxd.it/bGbkAB,4,,,2023-01-31
2025-11-12,The Farewell,2019,https://boxd.it/bGblk5,4,,,2023-02-09
2025-11-12,Hercules,1997,https://boxd.it/bGblN7,4.5,,,2023-02-10
2025-11-12,Possession,1981,https://boxd.it/bGb31p,,,,2023-03-10
2025-11-12,Train to Busan,2016,https://boxd.it/bGbkkt,,,,2023-03-16
2025-11-12,Chinatown,1974,https://boxd.it/bGb1O5,4,,,2023-04-29
2025-11-12,We Won't Grow Old Together,1972,https://boxd.it/bGb0qV,4.5,,,2023-05-09
2025-11-12,The Party and the Guests,1966,https://boxd.it/bGb0Q5,4,,,2023-05-21
2025-11-12,One Flew Over the Cuckoo's Nest,1975,https://boxd.it/bGb17P,4.5,,,2023-05-30
2025-11-12,The Dead Don't Die,2019,https://boxd.it/bG9OSL,,,,2023-06-18
2025-11-12,Taxi Driver,1976,https://boxd.it/bGbgZn,4.5,,,2023-07-05
2025-11-12,The Snowdrop Festival,1984,https://boxd.it/bGb1p5,4,,,2023-07-19
2025-11-12,Winter Light,1963,https://boxd.it/bGa7Zh,4.5,,,2023-07-30
2025-11-12,State of Siege,1972,https://boxd.it/bGb2A9,5,,,2023-08-09
2025-11-12,Life of Brian,1979,https://boxd.it/bGb2j3,4,,,2023-10-20
2025-11-12,Stalker,1979,https://boxd.it/bGaY0r,5,,,2024-01-02
2025-11-12,Jak se krade milión,1967,https://boxd.it/bGaTwx,,,,2024-01-08
2025-11-12,Godzilla Minus One,2023,https://boxd.it/bGbjjf,4,Yes,,2024-01-12
2025-11-12,Paper Moon,1973,https://boxd.it/bGaXKD,4.5,,,2024-01-16
2025-11-12,The Shop on Main Street,1965,https://boxd.it/bGaTaB,,,,2024-01-19
2025-11-12,Mouchette,1967,https://boxd.it/bGaUXz,4,,,2024-02-04
2025-11-12,Dirty Harry,1971,https://boxd.it/bGaOOB,3,,,2024-02-09
2025-11-12,Thief,1981,https://boxd.it/bGaYxv,3.5,,,2024-02-27
2025-11-12,Ikarie XB 1,1963,https://boxd.it/bGaVhf,3.5,,,2024-03-12
2025-11-12,The Valley of the Bees,1968,https://boxd.it/bGaTSj,,,,2024-03-22
2026-01-05,Mishima: A Life in Four Chapters,1985,https://boxd.it/crZ26L,,,,2024-04-12
2025-11-12,The Driver,1978,https://boxd.it/bGaZhj,,,,2024-05-15
2025-11-12,The Fifth Horseman Is Fear,1965,https://boxd.it/bGaUwt,,,,2024-05-16
2025-11-12,The Confession,1970,https://boxd.it/bGaZBt,5,,,2024-05-21
2025-11-12,The Straight Story,1999,https://boxd.it/bGaWcv,4.5,,,2024-06-13
2025-11-12,Carlito's Way,1993,https://boxd.it/bGaVWn,3,,,2024-06-17
2025-11-12,T2 Trainspotting,2017,https://boxd.it/bGaNQB,,,,2024-06-22
2025-11-12,To Live and Die in L.A.,1985,https://boxd.it/bGaWrF,3,,,2024-07-13
2025-11-12,Poor Things,2023,https://boxd.it/bGaNhh,4,,,2024-07-20
2025-11-12,Red Rooms,2023,https://boxd.it/bGaVIP,,,,2024-08-24
2025-11-12,Sleeper,1973,https://boxd.it/bGaWHt,,,,2024-08-28
2025-11-12,Vice Squad,1982,https://boxd.it/bGaMtB,,,,2024-09-13
2025-11-12,Aliens,1986,https://boxd.it/bGaYVH,3.5,,,2024-09-21
2025-11-12,The Fly,1986,https://boxd.it/bGaLTj,,,,2024-10-18
2025-11-12,The Thing,1982,https://boxd.it/bGaLAr,,,,2024-10-25
2025-11-12,Awakenings,1990,https://boxd.it/bGaMP3,3.5,,,2024-10-27
2025-11-12,Street Smart,1987,https://boxd.it/bGaMcb,,,,2024-11-28
2025-11-12,Mr. Holland's Opus,1995,https://boxd.it/bGaL2z,,,,2024-12-03
2025-11-12,The Menu,2022,https://boxd.it/bG9jhp,3.5,,,2024-12-13
2025-11-12,The Terminator,1984,https://boxd.it/bGaLjv,,,,2024-12-16
2025-11-12,Shiva Baby,2020,https://boxd.it/bGaOrn,,,,2025-01-03
2025-11-12,All Quiet on the Western Front,2022,https://boxd.it/bG9fRX,4,,,2025-02-02
2025-11-12,Prison 77,2022,https://boxd.it/bG9dU1,3.5,,,2025-02-16
2025-11-12,Prisoners,2013,https://boxd.it/bG9v69,4.5,,,2025-02-22
2025-11-12,Plan 75,2022,https://boxd.it/bG9eoZ,4,,,2025-03-05
2025-11-12,Riders of Justice,2020,https://boxd.it/bG9igb,,,,2025-03-26
2025-11-12,Drive My Car,2021,https://boxd.it/bG9huh,4.5,,,2025-04-12
2025-11-12,Athena,2022,https://boxd.it/bG9e8n,4.5,,,2025-04-15
2026-01-05,My Dinner with Andre,1981,https://boxd.it/crYOPH,3.5,,,2025-05-17
2025-11-12,Dune,2021,https://boxd.it/bG9fml,4.5,Yes,,2025-06-16
2025-11-12,Dune: Part Two,2024,https://boxd.it/bG9cBH,5,,,2025-06-17
2025-11-12,Anora,2024,https://boxd.it/bG9chd,4,,,2025-07-04
2025-11-12,Nope,2022,https://boxd.it/bG9iXz,,,,2025-08-09
2025-11-12,Heretic,2024,https://boxd.it/bG9bZ9,,,,2025-09-14
2025-11-12,The Worst Person in the World,2021,https://boxd.it/bG9hDt,4,,,2025-09-23
2026-01-05,"Léon Morin, Priest",1961,https://boxd.it/crYMtp,5,,,2025-10-18
2025-11-12,Apocalypse Now,1979,https://boxd.it/bG9lzF,4,,,2025-11-02
2025-11-12,One Battle After Another,2025,https://boxd.it/bG9bgX,,,,2025-11-11
2025-11-12,Unforgiven,1992,https://boxd.it/bGaN3J,,,,2025-11-11
2025-11-12,Inherent Vice,2014,https://boxd.it/bGaNrr,,,,2025-11-11
2026-01-05,Le Doulos,1962,https://boxd.it/crYLlp,4,,,2025-12-20
